channel,q2_min,q2_max,q2,w_min,w_max,w,F_2,F_2_err
pi+ n + pi0 p,0.85,0.95,0.9,1.305,1.315,1.31,0.12993920860068348,0.007842454797775468
pi+ n + pi0 p,0.85,0.95,0.9,1.315,1.325,1.32,0.12333179260901975,0.007491295180194712
pi+ n + pi0 p,0.85,0.95,0.9,1.325,1.335,1.33,0.11796861183215426,0.007329205327020846
pi+ n + pi0 p,0.85,0.95,0.9,1.335,1.345,1.34,0.11022598641585893,0.007007815885033168
pi+ n + pi0 p,0.85,0.95,0.9,1.345,1.355,1.35,0.10724256086045991,0.006706274226292995
pi+ n + pi0 p,0.85,0.95,0.9,1.355,1.365,1.36,0.10409640980556999,0.0075082226039515435
pi+ n + pi0 p,0.85,0.95,0.9,1.365,1.375,1.37,0.10434278425541449,0.008071397294083826
pi+ n + pi0 p,0.85,0.95,0.9,1.375,1.385,1.38,0.10256478519150855,0.008622057816874622
pi+ n + pi0 p,0.85,0.95,0.9,1.385,1.395,1.39,0.10054133564276213,0.008605295493395814
pi+ n + pi0 p,0.85,0.95,0.9,1.395,1.405,1.4,0.0994030759932128,0.0086144226531931
pi+ n + pi0 p,0.85,0.95,0.9,1.405,1.415,1.41,0.093548267025061,0.008813839478031304
pi+ n + pi0 p,0.85,0.95,0.9,1.415,1.425,1.42,0.09345107410877665,0.008739726300915015
pi+ n + pi0 p,0.85,0.95,0.9,1.425,1.435,1.43,0.10121553833192475,0.008795829471738693
pi+ n + pi0 p,0.85,0.95,0.9,1.435,1.445,1.44,0.10401390653205257,0.008823568514333458
pi+ n + pi0 p,0.85,0.95,0.9,1.445,1.455,1.45,0.10130484124492889,0.008957046574645203
pi+ n + pi0 p,0.85,0.95,0.9,1.455,1.465,1.46,0.10203281128777886,0.00918550197904129
pi+ n + pi0 p,0.85,0.95,0.9,1.465,1.475,1.47,0.10693315299011735,0.009375760150394659
pi+ n + pi0 p,0.85,0.95,0.9,1.475,1.485,1.48,0.11713222081579688,0.00966761538588326
pi+ n + pi0 p,0.85,0.95,0.9,1.485,1.495,1.49,0.12327885048671802,0.010412787583907483
pi+ n + pi0 p,0.85,0.95,0.9,1.495,1.505,1.5,0.12867534130141428,0.011550572612187662
pi+ n + pi0 p,0.85,0.95,0.9,1.505,1.515,1.51,0.12828364768143102,0.012293701679314232
pi+ n + pi0 p,0.85,0.95,0.9,1.515,1.525,1.52,0.12789195406144777,0.013062836847057205
pi+ n + pi0 p,0.85,0.95,0.9,1.525,1.535,1.53,0.12275864131605128,0.013495801994327601
pi+ n + pi0 p,0.85,0.95,0.9,1.535,1.545,1.54,0.11762532857065483,0.01401552586368051
pi+ n + pi0 p,0.85,0.95,0.9,1.545,1.555,1.55,0.11530713207729035,0.014841611806537867
pi+ n + pi0 p,0.85,0.95,0.9,1.555,1.565,1.56,0.11298893558392586,0.01568161344006943
pi+ n + pi0 p,0.85,0.95,0.9,1.565,1.575,1.57,0.11231689043659215,0.0164183046133146
pi+ n + pi0 p,0.85,0.95,0.9,1.575,1.585,1.58,0.10784621943143856,0.01636767714726599
pi+ n + pi0 p,0.85,0.95,0.9,1.585,1.595,1.59,0.10568775035216678,0.016398423495547258
pi+ n + pi0 p,0.85,0.95,0.9,1.595,1.605,1.6,0.103529281272895,0.01642940151156877
pi+ n + pi0 p,0.85,0.95,0.9,1.605,1.615,1.61,0.10144984719169052,0.01636975504915637
pi+ n + pi0 p,0.85,0.95,0.9,1.615,1.625,1.62,0.09937041311048604,0.016312577243689175
pi+ n + pi0 p,0.85,0.95,0.9,1.625,1.635,1.63,0.10079992978498953,0.016526172185898358
pi+ n + pi0 p,0.85,0.95,0.9,1.635,1.645,1.64,0.10222944645949303,0.016760783786014383
pi+ n + pi0 p,0.85,0.95,0.9,1.645,1.655,1.65,0.0983790883558628,0.01671608241710643
pi+ n + pi0 p,0.85,0.95,0.9,1.655,1.665,1.66,0.09452873025223257,0.01667248807946509
pi+ n + pi0 p,0.85,0.95,0.9,1.665,1.675,1.67,0.09120829102339828,0.015572847314003544
pi+ n + pi0 p,0.85,0.95,0.9,1.675,1.685,1.68,0.08667317140587512,0.01380823313996999
pi+ n + pi0 p,0.85,0.95,0.9,1.685,1.695,1.69,0.0691325785132508,0.011282535396505203
pi+ n + pi0 p,0.85,0.95,0.9,1.695,1.705,1.7,0.051591985620626495,0.008844784644969189
pi+ n + pi0 p,0.85,0.95,0.9,1.705,1.715,1.71,0.03405139272800223,0.006593264273122657
pi+ n + pi0 p,0.85,0.95,0.9,1.715,1.725,1.72,0.03237768317220701,0.005526841747359344
pi+ n + pi0 p,0.85,0.95,0.9,1.725,1.735,1.73,0.04760073990599666,0.005719429730715043
pi+ n + pi0 p,0.85,0.95,0.9,1.735,1.745,1.74,0.04909849626956016,0.0072085111489699795
pi+ n + pi0 p,0.95,1.05,1.0,1.115,1.125,1.12,0.02207699416114251,0.0013737634286889234
pi+ n + pi0 p,0.95,1.05,1.0,1.125,1.135,1.13,0.026954522560641764,0.0014136166206360108
pi+ n + pi0 p,0.95,1.05,1.0,1.135,1.145,1.14,0.03763738375023527,0.002032919857332515
pi+ n + pi0 p,0.95,1.05,1.0,1.145,1.155,1.15,0.0526038162618065,0.0031710903455342246
pi+ n + pi0 p,0.95,1.05,1.0,1.155,1.165,1.16,0.07311642666864007,0.003733351881822167
pi+ n + pi0 p,0.95,1.05,1.0,1.165,1.175,1.17,0.09757525519127272,0.005011485906064416
pi+ n + pi0 p,0.95,1.05,1.0,1.175,1.185,1.18,0.10821595553376179,0.004959715759611482
pi+ n + pi0 p,0.95,1.05,1.0,1.185,1.195,1.19,0.12424170518525578,0.004694820252359924
pi+ n + pi0 p,0.95,1.05,1.0,1.195,1.205,1.2,0.1401909277897276,0.005643053704928667
pi+ n + pi0 p,0.95,1.05,1.0,1.205,1.215,1.21,0.14767173265668032,0.005924443721977671
pi+ n + pi0 p,0.95,1.05,1.0,1.215,1.225,1.22,0.15203244364943602,0.005943193299239193
pi+ n + pi0 p,0.95,1.05,1.0,1.225,1.235,1.23,0.15653793653156006,0.005923912609928339
pi+ n + pi0 p,0.95,1.05,1.0,1.235,1.245,1.24,0.1494505827106995,0.005610202862594582
pi+ n + pi0 p,0.95,1.05,1.0,1.245,1.255,1.25,0.15020474941079573,0.005643969588545358
pi+ n + pi0 p,0.95,1.05,1.0,1.255,1.265,1.26,0.14847680728247653,0.006071283939320456
pi+ n + pi0 p,0.95,1.05,1.0,1.265,1.275,1.27,0.14207789885312871,0.007474829394758086
pi+ n + pi0 p,0.95,1.05,1.0,1.275,1.285,1.28,0.14255880085792408,0.008504575792722806
pi+ n + pi0 p,0.95,1.05,1.0,1.285,1.295,1.29,0.1422088939915065,0.008838789984749297
pi+ n + pi0 p,0.95,1.05,1.0,1.295,1.305,1.3,0.12788493964666833,0.006868368422120013
pi+ n + pi0 p,0.95,1.05,1.0,1.305,1.315,1.31,0.11836641447451343,0.006337717776228066
pi+ n + pi0 p,0.95,1.05,1.0,1.315,1.325,1.32,0.11196706454333573,0.005907210974004332
pi+ n + pi0 p,0.95,1.05,1.0,1.325,1.335,1.33,0.10690727144659631,0.005803431443454485
pi+ n + pi0 p,0.95,1.05,1.0,1.335,1.345,1.34,0.09968224525541164,0.005549756501516587
pi+ n + pi0 p,0.95,1.05,1.0,1.345,1.355,1.35,0.09291788665768355,0.005000773321777491
pi+ n + pi0 p,0.95,1.05,1.0,1.355,1.365,1.36,0.08738862826461909,0.005796425894700105
pi+ n + pi0 p,0.95,1.05,1.0,1.365,1.375,1.37,0.08566183180679397,0.005979452448842136
pi+ n + pi0 p,0.95,1.05,1.0,1.375,1.385,1.38,0.0824099069200726,0.00633081887606562
pi+ n + pi0 p,0.95,1.05,1.0,1.385,1.395,1.39,0.08142664599993471,0.006453655746970181
pi+ n + pi0 p,0.95,1.05,1.0,1.395,1.405,1.4,0.08114253966499095,0.006609628486357606
pi+ n + pi0 p,0.95,1.05,1.0,1.405,1.415,1.41,0.07316249424282405,0.0068441731875811046
pi+ n + pi0 p,0.95,1.05,1.0,1.415,1.425,1.42,0.0710785895268458,0.0067722347901180155
pi+ n + pi0 p,0.95,1.05,1.0,1.425,1.435,1.43,0.06969317243250242,0.0066909757070880505
pi+ n + pi0 p,0.95,1.05,1.0,1.435,1.445,1.44,0.07644522833477671,0.006745514820234012
pi+ n + pi0 p,0.95,1.05,1.0,1.445,1.455,1.45,0.0776011351238362,0.006761169250101233
pi+ n + pi0 p,0.95,1.05,1.0,1.455,1.465,1.46,0.07234503722392502,0.006723017486666257
pi+ n + pi0 p,0.95,1.05,1.0,1.465,1.475,1.47,0.07133650468255229,0.0068054260205741525
pi+ n + pi0 p,0.95,1.05,1.0,1.475,1.485,1.48,0.07218886917017692,0.0068941509738600715
pi+ n + pi0 p,0.95,1.05,1.0,1.485,1.495,1.49,0.07144656113996502,0.006914592836588976
pi+ n + pi0 p,0.95,1.05,1.0,1.495,1.505,1.5,0.07802640833378814,0.0070913832385771395
pi+ n + pi0 p,0.95,1.05,1.0,1.505,1.515,1.51,0.08136250968982042,0.007079144717525358
pi+ n + pi0 p,0.95,1.05,1.0,1.515,1.525,1.52,0.08246255044372577,0.008027136222471585
pi+ n + pi0 p,0.95,1.05,1.0,1.525,1.535,1.53,0.08420552460755025,0.008947930545854375
pi+ n + pi0 p,0.95,1.05,1.0,1.535,1.545,1.54,0.0834428072883551,0.009833380006708248
pi+ n + pi0 p,0.95,1.05,1.0,1.545,1.555,1.55,0.08518578145217959,0.01076532545240038
pi+ n + pi0 p,0.95,1.05,1.0,1.555,1.565,1.56,0.08591623040782749,0.011701008328851847
pi+ n + pi0 p,0.95,1.05,1.0,1.565,1.575,1.57,0.0851057512605905,0.012615214493711831
pi+ n + pi0 p,0.95,1.05,1.0,1.575,1.585,1.58,0.0865082203620623,0.013545247116786696
pi+ n + pi0 p,0.95,1.05,1.0,1.585,1.595,1.59,0.08562668938775662,0.013904891197104082
pi+ n + pi0 p,0.95,1.05,1.0,1.595,1.605,1.6,0.08315664214563541,0.013913792375151739
pi+ n + pi0 p,0.95,1.05,1.0,1.605,1.615,1.61,0.08068659490351418,0.013922693613531167
pi+ n + pi0 p,0.95,1.05,1.0,1.615,1.625,1.62,0.07821654766139294,0.013931594912126715
pi+ n + pi0 p,0.95,1.05,1.0,1.625,1.635,1.63,0.07574407590402099,0.013933970911838976
pi+ n + pi0 p,0.95,1.05,1.0,1.635,1.645,1.64,0.07556481908989972,0.013963037453119538
pi+ n + pi0 p,0.95,1.05,1.0,1.645,1.655,1.65,0.07509181605759103,0.013982096585729707
pi+ n + pi0 p,0.95,1.05,1.0,1.655,1.665,1.66,0.07379899675860317,0.014013545829822815
pi+ n + pi0 p,0.95,1.05,1.0,1.665,1.675,1.67,0.07266447661438671,0.01406165208997867
pi+ n + pi0 p,0.95,1.05,1.0,1.675,1.685,1.68,0.06835100394782315,0.014058450855369317
pi+ n + pi0 p,0.95,1.05,1.0,1.685,1.695,1.69,0.06648974462742248,0.014112541848883761
pi+ n + pi0 p,0.95,1.05,1.0,1.695,1.705,1.7,0.0683068053262662,0.014287134687030714
pi+ n + pi0 p,0.95,1.05,1.0,1.705,1.715,1.71,0.07287939793832857,0.013308261561384729
pi+ n + pi0 p,0.95,1.05,1.0,1.715,1.725,1.72,0.06163855996140627,0.012819141900460601
pi+ n + pi0 p,0.95,1.05,1.0,1.725,1.735,1.73,0.049293168777353784,0.01047796908097804
pi+ n + pi0 p,0.95,1.05,1.0,1.735,1.745,1.74,0.03989411803786397,0.007262879507901744
pi+ n + pi0 p,0.95,1.05,1.0,1.745,1.755,1.75,0.03324757536535804,0.005096509472720712
pi+ n + pi0 p,0.95,1.05,1.0,1.755,1.765,1.76,0.035608733359235166,0.0046769683051144815
pi+ n + pi0 p,1.05,1.15,1.1,1.115,1.125,1.12,0.02126907607413501,0.0018375418560191452
pi+ n + pi0 p,1.05,1.15,1.1,1.125,1.135,1.13,0.023098791960508715,0.001775459285133868
pi+ n + pi0 p,1.05,1.15,1.1,1.135,1.145,1.14,0.03368749176530826,0.002237433110993313
pi+ n + pi0 p,1.05,1.15,1.1,1.145,1.155,1.15,0.047557801080297814,0.00325424257317229
pi+ n + pi0 p,1.05,1.15,1.1,1.155,1.165,1.16,0.0679746841987812,0.003684491432188567
pi+ n + pi0 p,1.05,1.15,1.1,1.165,1.175,1.17,0.09124875773403565,0.004936972391782287
pi+ n + pi0 p,1.05,1.15,1.1,1.175,1.185,1.18,0.11115820224721709,0.005250103736465944
pi+ n + pi0 p,1.05,1.15,1.1,1.185,1.195,1.19,0.1448434739831091,0.005506729384899107
pi+ n + pi0 p,1.05,1.15,1.1,1.195,1.205,1.2,0.1627104916272221,0.006290298492495754
pi+ n + pi0 p,1.05,1.15,1.1,1.205,1.215,1.21,0.1691549429061879,0.006396843786997535
pi+ n + pi0 p,1.05,1.15,1.1,1.215,1.225,1.22,0.17456020927299437,0.0064358718247459245
pi+ n + pi0 p,1.05,1.15,1.1,1.225,1.235,1.23,0.1791197396974381,0.006440419847496641
pi+ n + pi0 p,1.05,1.15,1.1,1.235,1.245,1.24,0.17203238587657754,0.006211476455904308
pi+ n + pi0 p,1.05,1.15,1.1,1.245,1.255,1.25,0.17474693270691297,0.00632678770890296
pi+ n + pi0 p,1.05,1.15,1.1,1.255,1.265,1.26,0.17189990250566173,0.006459373363486002
pi+ n + pi0 p,1.05,1.15,1.1,1.265,1.275,1.27,0.15406684583536867,0.007485737905858338
pi+ n + pi0 p,1.05,1.15,1.1,1.275,1.285,1.28,0.14525536768437453,0.008279538320685549
pi+ n + pi0 p,1.05,1.15,1.1,1.285,1.295,1.29,0.1365937124600865,0.008312844168136454
pi+ n + pi0 p,1.05,1.15,1.1,1.295,1.305,1.3,0.12180196768163365,0.0064738620224986726
pi+ n + pi0 p,1.05,1.15,1.1,1.305,1.315,1.31,0.1156237437343961,0.006354937872120172
pi+ n + pi0 p,1.05,1.15,1.1,1.315,1.325,1.32,0.10953948211859738,0.005986621449803545
pi+ n + pi0 p,1.05,1.15,1.1,1.325,1.335,1.33,0.10671598271353461,0.006084993327861374
pi+ n + pi0 p,1.05,1.15,1.1,1.335,1.345,1.34,0.10029773148687102,0.006065966473515754
pi+ n + pi0 p,1.05,1.15,1.1,1.345,1.355,1.35,0.09533057736591308,0.005614714104366405
pi+ n + pi0 p,1.05,1.15,1.1,1.355,1.365,1.36,0.09239728099484992,0.006299019967162787
pi+ n + pi0 p,1.05,1.15,1.1,1.365,1.375,1.37,0.09048174017168858,0.0062718033128577105
pi+ n + pi0 p,1.05,1.15,1.1,1.375,1.385,1.38,0.0865922807033988,0.006539566255362043
pi+ n + pi0 p,1.05,1.15,1.1,1.385,1.395,1.39,0.08624803246232446,0.006568834339776773
pi+ n + pi0 p,1.05,1.15,1.1,1.395,1.405,1.4,0.08908315106092801,0.006667569226470226
pi+ n + pi0 p,1.05,1.15,1.1,1.405,1.415,1.41,0.08305609347633824,0.0070017414763353545
pi+ n + pi0 p,1.05,1.15,1.1,1.415,1.425,1.42,0.08336642376726941,0.007073655232900885
pi+ n + pi0 p,1.05,1.15,1.1,1.425,1.435,1.43,0.08217460242505616,0.006926898224684319
pi+ n + pi0 p,1.05,1.15,1.1,1.435,1.445,1.44,0.08978214621664127,0.00692964930811819
pi+ n + pi0 p,1.05,1.15,1.1,1.445,1.455,1.45,0.09857735024722913,0.007088708233997871
pi+ n + pi0 p,1.05,1.15,1.1,1.455,1.465,1.46,0.09915563668428214,0.0071313109667686175
pi+ n + pi0 p,1.05,1.15,1.1,1.465,1.475,1.47,0.09993738601537955,0.0073732881320064695
pi+ n + pi0 p,1.05,1.15,1.1,1.475,1.485,1.48,0.09812735000604841,0.007518871195351165
pi+ n + pi0 p,1.05,1.15,1.1,1.485,1.495,1.49,0.09593265870230648,0.007717089465632416
pi+ n + pi0 p,1.05,1.15,1.1,1.495,1.505,1.5,0.09980464688532825,0.007897259925436015
pi+ n + pi0 p,1.05,1.15,1.1,1.505,1.515,1.51,0.09739527070902906,0.008041428852546523
pi+ n + pi0 p,1.05,1.15,1.1,1.515,1.525,1.52,0.10322562912561387,0.008361394208524522
pi+ n + pi0 p,1.05,1.15,1.1,1.525,1.535,1.53,0.10425148388907193,0.008223904341757059
pi+ n + pi0 p,1.05,1.15,1.1,1.535,1.545,1.54,0.10198378309138395,0.008300668329553227
pi+ n + pi0 p,1.05,1.15,1.1,1.545,1.555,1.55,0.10242493913041,0.009083814967738394
pi+ n + pi0 p,1.05,1.15,1.1,1.555,1.565,1.56,0.10127498412801572,0.009905035169197336
pi+ n + pi0 p,1.05,1.15,1.1,1.565,1.575,1.57,0.10035580779798164,0.010729772599745953
pi+ n + pi0 p,1.05,1.15,1.1,1.575,1.585,1.58,0.09961976443837847,0.011477991760668667
pi+ n + pi0 p,1.05,1.15,1.1,1.585,1.595,1.59,0.09909270485318515,0.012159311525443186
pi+ n + pi0 p,1.05,1.15,1.1,1.595,1.605,1.6,0.10010058400736997,0.012908451255134528
pi+ n + pi0 p,1.05,1.15,1.1,1.605,1.615,1.61,0.09762972859349849,0.012909705438068618
pi+ n + pi0 p,1.05,1.15,1.1,1.615,1.625,1.62,0.09514351791637216,0.01278140144677617
pi+ n + pi0 p,1.05,1.15,1.1,1.625,1.635,1.63,0.09486277722715648,0.012841553912605275
pi+ n + pi0 p,1.05,1.15,1.1,1.635,1.645,1.64,0.09628667509320761,0.01306129965028585
pi+ n + pi0 p,1.05,1.15,1.1,1.645,1.655,1.65,0.09475962257516857,0.013145038804947367
pi+ n + pi0 p,1.05,1.15,1.1,1.655,1.665,1.66,0.091944287352348,0.013288132187595291
pi+ n + pi0 p,1.05,1.15,1.1,1.665,1.675,1.67,0.09331876217896436,0.013500940332564836
pi+ n + pi0 p,1.05,1.15,1.1,1.675,1.685,1.68,0.09225494460876503,0.01361386438774971
pi+ n + pi0 p,1.05,1.15,1.1,1.685,1.695,1.69,0.09457419619805951,0.014040882518499182
pi+ n + pi0 p,1.05,1.15,1.1,1.695,1.705,1.7,0.0816756101191187,0.015357439599661706
pi+ n + pi0 p,1.05,1.15,1.1,1.705,1.715,1.71,0.07112853850970526,0.015065750211505588
pi+ n + pi0 p,1.05,1.15,1.1,1.715,1.725,1.72,0.06488765678080638,0.013548173309657496
pi+ n + pi0 p,1.05,1.15,1.1,1.725,1.735,1.73,0.0586467750519075,0.01258606487282756
pi+ n + pi0 p,1.05,1.15,1.1,1.735,1.745,1.74,0.05337255428126394,0.012312498081644384
pi+ n + pi0 p,1.05,1.15,1.1,1.745,1.755,1.75,0.04807657065015903,0.010517747377691017
pi+ n + pi0 p,1.15,1.25,1.2,1.115,1.125,1.12,0.02082309177356082,0.002251160401834606
pi+ n + pi0 p,1.15,1.25,1.2,1.125,1.135,1.13,0.02095360459824304,0.0022204769858634272
pi+ n + pi0 p,1.15,1.25,1.2,1.135,1.145,1.14,0.029283593355650846,0.0024132669830817834
pi+ n + pi0 p,1.15,1.25,1.2,1.145,1.155,1.15,0.04304717184026767,0.003252819392135631
pi+ n + pi0 p,1.15,1.25,1.2,1.155,1.165,1.16,0.0626151864728248,0.0036671637493472047
pi+ n + pi0 p,1.15,1.25,1.2,1.165,1.175,1.17,0.08504826700181328,0.004849220945209459
pi+ n + pi0 p,1.15,1.25,1.2,1.175,1.185,1.18,0.10137951406355532,0.005206530918506512
pi+ n + pi0 p,1.15,1.25,1.2,1.185,1.195,1.19,0.1326424543950036,0.005585537300211892
pi+ n + pi0 p,1.15,1.25,1.2,1.195,1.205,1.2,0.16556646993708046,0.006714744171353256
pi+ n + pi0 p,1.15,1.25,1.2,1.205,1.215,1.21,0.1719345079622469,0.006785640512110346
pi+ n + pi0 p,1.15,1.25,1.2,1.215,1.225,1.22,0.17731805704564813,0.006834147032253337
pi+ n + pi0 p,1.15,1.25,1.2,1.225,1.235,1.23,0.18288982258522823,0.006849865377473433
pi+ n + pi0 p,1.15,1.25,1.2,1.235,1.245,1.24,0.17598465951293868,0.006682700995528185
pi+ n + pi0 p,1.15,1.25,1.2,1.245,1.255,1.25,0.16974287323673018,0.006542841689405626
pi+ n + pi0 p,1.15,1.25,1.2,1.255,1.265,1.26,0.15844916938787706,0.006381043651759738
pi+ n + pi0 p,1.15,1.25,1.2,1.265,1.275,1.27,0.14468833939779013,0.007180923320415072
pi+ n + pi0 p,1.15,1.25,1.2,1.275,1.285,1.28,0.13671168096759861,0.007814899693310793
pi+ n + pi0 p,1.15,1.25,1.2,1.285,1.295,1.29,0.129007138043822,0.007769428995337415
pi+ n + pi0 p,1.15,1.25,1.2,1.295,1.305,1.3,0.11578562194268863,0.0062432561371493995
pi+ n + pi0 p,1.15,1.25,1.2,1.305,1.315,1.31,0.11094383920407674,0.006296041921105776
pi+ n + pi0 p,1.15,1.25,1.2,1.315,1.325,1.32,0.10518258626094923,0.006009922373710855
pi+ n + pi0 p,1.15,1.25,1.2,1.325,1.335,1.33,0.10409852832272277,0.006295269954218526
pi+ n + pi0 p,1.15,1.25,1.2,1.335,1.345,1.34,0.09746437377444553,0.006363971353208607
pi+ n + pi0 p,1.15,1.25,1.2,1.345,1.355,1.35,0.09436487965301438,0.006055037477229082
pi+ n + pi0 p,1.15,1.25,1.2,1.355,1.365,1.36,0.0915651947792728,0.0065461699805509175
pi+ n + pi0 p,1.15,1.25,1.2,1.365,1.375,1.37,0.09056478600894863,0.006575681682015767
pi+ n + pi0 p,1.15,1.25,1.2,1.375,1.385,1.38,0.0863709941758934,0.006738685190362917
pi+ n + pi0 p,1.15,1.25,1.2,1.385,1.395,1.39,0.08640057398393486,0.006711285969239991
pi+ n + pi0 p,1.15,1.25,1.2,1.395,1.405,1.4,0.09092362843476517,0.0068224327467888025
pi+ n + pi0 p,1.15,1.25,1.2,1.405,1.415,1.41,0.08665583689813561,0.007248570076415821
pi+ n + pi0 p,1.15,1.25,1.2,1.415,1.425,1.42,0.08822511530857183,0.007355185468467102
pi+ n + pi0 p,1.15,1.25,1.2,1.425,1.435,1.43,0.08787620763674497,0.007322902902027462
pi+ n + pi0 p,1.15,1.25,1.2,1.435,1.445,1.44,0.09347528719477466,0.007267966469048829
pi+ n + pi0 p,1.15,1.25,1.2,1.445,1.455,1.45,0.10409283551852919,0.00745586464554657
pi+ n + pi0 p,1.15,1.25,1.2,1.455,1.465,1.46,0.11104898371131802,0.00759844290347773
pi+ n + pi0 p,1.15,1.25,1.2,1.465,1.475,1.47,0.11585001023511797,0.008091040218701252
pi+ n + pi0 p,1.15,1.25,1.2,1.475,1.485,1.48,0.11709824919458589,0.008451055147357004
pi+ n + pi0 p,1.15,1.25,1.2,1.485,1.495,1.49,0.11236743466884871,0.008643104090512225
pi+ n + pi0 p,1.15,1.25,1.2,1.495,1.505,1.5,0.10977967831544774,0.00892645268495067
pi+ n + pi0 p,1.15,1.25,1.2,1.505,1.515,1.51,0.10826118775798431,0.009256155264719184
pi+ n + pi0 p,1.15,1.25,1.2,1.515,1.525,1.52,0.10734323167042975,0.00925350704748045
pi+ n + pi0 p,1.15,1.25,1.2,1.525,1.535,1.53,0.10146476431389723,0.008893160469756673
pi+ n + pi0 p,1.15,1.25,1.2,1.535,1.545,1.54,0.10478852306471215,0.00889148374916599
pi+ n + pi0 p,1.15,1.25,1.2,1.545,1.555,1.55,0.10597164023079683,0.009102731437818142
pi+ n + pi0 p,1.15,1.25,1.2,1.555,1.565,1.56,0.1063219629408523,0.009089126533108593
pi+ n + pi0 p,1.15,1.25,1.2,1.565,1.575,1.57,0.10541493285673192,0.009688150405718706
pi+ n + pi0 p,1.15,1.25,1.2,1.575,1.585,1.58,0.10493172001527407,0.01041217381028946
pi+ n + pi0 p,1.15,1.25,1.2,1.585,1.595,1.59,0.10440466043008075,0.01078274484254349
pi+ n + pi0 p,1.15,1.25,1.2,1.595,1.605,1.6,0.10354930270651024,0.012273213152950543
pi+ n + pi0 p,1.15,1.25,1.2,1.605,1.615,1.61,0.1060808567701352,0.012836984788195362
pi+ n + pi0 p,1.15,1.25,1.2,1.615,1.625,1.62,0.10497596458676152,0.012836109252712748
pi+ n + pi0 p,1.15,1.25,1.2,1.625,1.635,1.63,0.10649969934219998,0.013233993870461948
pi+ n + pi0 p,1.15,1.25,1.2,1.635,1.645,1.64,0.1083634003753807,0.013327519370300148
pi+ n + pi0 p,1.15,1.25,1.2,1.645,1.655,1.65,0.10554806515256013,0.013554583521544568
pi+ n + pi0 p,1.15,1.25,1.2,1.655,1.665,1.66,0.10420283871901567,0.013820531192260663
pi+ n + pi0 p,1.15,1.25,1.2,1.665,1.675,1.67,0.10579782986402342,0.01416218411288156
pi+ n + pi0 p,1.15,1.25,1.2,1.675,1.685,1.68,0.09612513048886248,0.015341917915080902
pi+ n + pi0 p,1.15,1.25,1.2,1.685,1.695,1.69,0.08421820944349705,0.01555813282836468
pi+ n + pi0 p,1.15,1.25,1.2,1.695,1.705,1.7,0.07797732771459819,0.013510350243030399
pi+ n + pi0 p,1.15,1.25,1.2,1.705,1.715,1.71,0.07173644598569931,0.011886273117976794
pi+ n + pi0 p,1.15,1.25,1.2,1.715,1.725,1.72,0.06549556425680043,0.010877374312875185
pi+ n + pi0 p,1.15,1.25,1.2,1.725,1.735,1.73,0.06069911844253592,0.01064456321188356
pi+ n + pi0 p,1.15,1.25,1.2,1.735,1.745,1.74,0.058340967269440824,0.010654613172072756
pi+ n + pi0 p,1.25,1.35,1.3,1.115,1.125,1.12,0.020739041259419944,0.002562321247448329
pi+ n + pi0 p,1.25,1.35,1.3,1.125,1.135,1.13,0.02086955408410216,0.002550261716861695
pi+ n + pi0 p,1.25,1.35,1.3,1.135,1.145,1.14,0.02447905393644937,0.002374698642437985
pi+ n + pi0 p,1.25,1.35,1.3,1.145,1.155,1.15,0.03797580534513438,0.0030577322217036247
pi+ n + pi0 p,1.25,1.35,1.3,1.155,1.165,1.16,0.05690530804429888,0.003505568622629089
pi+ n + pi0 p,1.25,1.35,1.3,1.165,1.175,1.17,0.07721913621166301,0.004585006320783437
pi+ n + pi0 p,1.25,1.35,1.3,1.175,1.185,1.18,0.09355038327340506,0.004983642245844798
pi+ n + pi0 p,1.25,1.35,1.3,1.185,1.195,1.19,0.11952791979055669,0.0054916766545619125
pi+ n + pi0 p,1.25,1.35,1.3,1.195,1.205,1.2,0.15033483089825378,0.006488551676231135
pi+ n + pi0 p,1.25,1.35,1.3,1.205,1.215,1.21,0.1590905677370772,0.00665016412785478
pi+ n + pi0 p,1.25,1.35,1.3,1.215,1.225,1.22,0.1644741168204784,0.006700502271812503
pi+ n + pi0 p,1.25,1.35,1.3,1.225,1.235,1.23,0.17000968688771645,0.0067282180362903616
pi+ n + pi0 p,1.25,1.35,1.3,1.235,1.245,1.24,0.16169947964583095,0.006606540303767039
pi+ n + pi0 p,1.25,1.35,1.3,1.245,1.255,1.25,0.15806086748213813,0.006328417457473167
pi+ n + pi0 p,1.25,1.35,1.3,1.255,1.265,1.26,0.146767163633285,0.00615345762311695
pi+ n + pi0 p,1.25,1.35,1.3,1.265,1.275,1.27,0.13526499793250224,0.006705114885927069
pi+ n + pi0 p,1.25,1.35,1.3,1.275,1.285,1.28,0.12708063728450752,0.007122434113681713
pi+ n + pi0 p,1.25,1.35,1.3,1.285,1.295,1.29,0.11937609436073089,0.00706365646961648
pi+ n + pi0 p,1.25,1.35,1.3,1.295,1.305,1.3,0.10957403634573257,0.006010670807453611
pi+ n + pi0 p,1.25,1.35,1.3,1.305,1.315,1.31,0.10432670088355538,0.005974242381725915
pi+ n + pi0 p,1.25,1.35,1.3,1.315,1.325,1.32,0.09897910922788215,0.005776275806155592
pi+ n + pi0 p,1.25,1.35,1.3,1.325,1.335,1.33,0.0978950512896557,0.006076309681813765
