channel,q2_min,q2_max,q2,w_min,w_max,w,beam_energy,sigma_U,sigma_U_err,F_2,F_2_err,d2sigma_dOmega_pi_dE_f,d2sigma_dOmega_pi_dE_f_err,d2sigma_dWdQ2,d2sigma_dWdQ2_err
pi+ n,2.05,2.05,2.05,1.49,1.49,1.49,5.754,16.307037271266438,0.32172472726779117,0.07258392019784596,0.0014320223558221832,0.01348239810250774,0.0002659968687315215,0.0029612192028151798,5.842247273724856e-05
pi+ n,2.05,2.05,2.05,1.51,1.51,1.51,5.754,14.71237370647044,0.2867762256692847,0.06816453147800516,0.0013286752669408033,0.012272838293210917,0.00023922436407583948,0.0027540447544771294,5.368233405231507e-05
pi+ n,2.05,2.05,2.05,1.53,1.53,1.53,5.754,12.817924221317412,0.26252751604999414,0.06172180856903141,0.0012641417447914716,0.010769748581129428,0.00022057825390984134,0.0024691902679810276,5.057218130762628e-05
pi+ n,2.05,2.05,2.05,1.55,1.55,1.55,5.754,10.940081194931265,0.24802190434020344,0.05467147120414327,0.0012394535433077655,0.009243309138482059,0.00020955448996061397,0.002165227730517978,4.9087744001580036e-05
pi+ n,2.05,2.05,2.05,1.57,1.57,1.57,5.754,9.261031868478971,0.22967552469854788,0.04796546761428697,0.0011895536154257842,0.007856215941770247,0.000194835796290973,0.0018802880254262732,4.6631535768065954e-05
pi+ n,2.05,2.05,2.05,1.59,1.59,1.59,5.754,8.151553290122507,0.24002272076580433,0.04369999777779166,0.0012867476897679118,0.006932678200305641,0.00020413290873623572,0.0016953457601370902,4.991950460287791e-05
pi+ n,2.05,2.05,2.05,1.61,1.61,1.61,5.754,7.675784215477562,0.2451621032284556,0.04254107195829576,0.0013587482897003218,0.006535493520983329,0.0002087415816105678,0.0016330405838649981,5.215879615147037e-05
pi+ n,2.05,2.05,2.05,1.63,1.63,1.63,5.754,8.914156494099593,0.2932759959265742,0.05101658607035557,0.0016784470968689907,0.007588318500785108,0.0002496558891689721,0.0019375112652599599,6.374417437187559e-05
pi+ n,2.05,2.05,2.05,1.65,1.65,1.65,5.754,8.02915684033865,0.24047986039334196,0.04739944950538881,0.0014196525521223218,0.006824704153278411,0.00020440551039690877,0.0017806766365082093,5.333273187563225e-05
pi+ n,2.05,2.05,2.05,1.67,1.67,1.67,5.754,10.077366357117379,0.34564072133285917,0.06130183441991663,0.002102574176333548,0.008542219706323836,0.0002929871631581832,0.0022777218820342645,7.812293474335487e-05
pi+ n,2.05,2.05,2.05,1.69,1.69,1.69,5.754,10.555903959124992,0.2979875600599504,0.06610255508741338,0.0018660400076110177,0.008912728300259241,0.0002516015842845612,0.002428842197362935,6.856492470615699e-05
pi+ n,2.44,2.44,2.44,1.15,1.15,1.15,5.754,3.014094257336505,0.2276235334864852,0.004942164968194294,0.00037323088035329276,0.0008569269201999449,6.471487513730594e-05,0.00013594880132924536,1.0266814468888115e-05
pi+ n,2.44,2.44,2.44,1.17,1.17,1.17,5.754,6.437876266926294,0.3904599854045382,0.011666299400387315,0.0007075661141550728,0.0019710831332671224,0.00011954704618982443,0.0003200205451835287,1.9409384744384305e-05
pi+ n,2.44,2.44,2.44,1.19,1.19,1.19,5.754,6.139890983064048,0.25105932442766093,0.012200834440422099,0.0004988904950454815,0.0020082020597342203,8.211511471812906e-05,0.0003336216643489717,1.3641745414848674e-05
pi+ n,2.44,2.44,2.44,1.21,1.21,1.21,5.754,7.426473705673983,0.2031429561112973,0.016075191653029022,0.00043971904861886315,0.0025770435194052968,7.049216886871651e-05,0.00043800626328627154,1.1981175810432802e-05
pi+ n,2.44,2.44,2.44,1.23,1.23,1.23,5.754,7.9859159590546405,0.20875880614996806,0.018721524358561212,0.0004893969701709009,0.002922516446753467,7.639712808223982e-05,0.0005081244891666955,1.3282817184387046e-05
pi+ n,2.44,2.44,2.44,1.25,1.25,1.25,5.754,10.378776833303858,0.39748194291954825,0.02621912990583929,0.0010041289897660833,0.003984623553148025,0.00015260140353206704,0.0007086027111490229,2.7137762658291376e-05
pi+ n,2.44,2.44,2.44,1.27,1.27,1.27,5.754,8.333451504765357,0.3738167641503277,0.022585064574073083,0.0010131067244320538,0.0033407753288492684,0.00014985841370403988,0.0006075998196916548,2.725533332324255e-05
pi+ n,2.44,2.44,2.44,1.29,1.29,1.29,5.754,7.915142159754568,0.35816398817730155,0.022922372371248088,0.0010372483704355825,0.0032994874395918367,0.00014930339297175295,0.0006136614288492437,2.7768474692063112e-05
pi+ n,2.44,2.44,2.44,1.31,1.31,1.31,5.754,9.381765566512055,0.32385438793225585,0.02892987990697585,0.0009986466282711172,0.00405134208135416,0.0001398505324780711,0.0007704684765678204,2.6596230222445783e-05
pi+ n,2.44,2.44,2.44,1.33,1.33,1.33,5.754,9.725402309983265,0.39747922795793256,0.03183002063979009,0.0013008996056442412,0.004335699327680561,0.00017720093899407664,0.0008430527681785886,3.445574308832885e-05
pi+ n,2.44,2.44,2.44,1.35,1.35,1.35,5.754,9.770672330990307,0.48249683184778663,0.03384188390815284,0.001671185074711164,0.004482820934938658,0.00022137134739320542,0.0008911626401818619,4.4007529470111344e-05
pi+ n,2.44,2.44,2.44,1.37,1.37,1.37,5.754,8.15685001533646,0.2988362854267029,0.029819226332577043,0.0010924642251323629,0.0038403649608360654,0.0001406965185606366,0.0007804815038312664,2.859390487880166e-05
pi+ n,2.44,2.44,2.44,1.39,1.39,1.39,5.754,9.18656928819917,0.3237998964572702,0.035359755468961564,0.0012463287218996825,0.004426588499743059,0.0001560243931014555,0.0009196498673623832,3.241498784659533e-05
pi+ n,2.44,2.44,2.44,1.41,1.41,1.41,5.754,8.795491352235128,0.2906374675532323,0.035564715073225166,0.001175197417539125,0.004326804321615603,0.000142974553697125,0.0009188966180879482,3.036394162975825e-05
pi+ n,2.44,2.44,2.44,1.43,1.43,1.43,5.754,8.888763779464076,0.2801098916219895,0.03767891645206395,0.001187368397414873,0.004453877155963864,0.00014035416829694534,0.0009668753626409629,3.046895606192619e-05
pi+ n,2.44,2.44,2.44,1.45,1.45,1.45,5.754,9.30451288891156,0.2570777350281948,0.041267461623404035,0.0011401935481384123,0.004738521977152091,0.00013092232896139112,0.0010514747054600796,2.905157303196948e-05
pi+ n,2.44,2.44,2.44,1.47,1.47,1.47,5.754,10.74643416015822,0.2521083934103148,0.04977972885287157,0.0011678187646676815,0.005551186198378069,0.00013022930333330245,0.0012590998004201694,2.953813544999223e-05
pi+ n,2.44,2.44,2.44,1.49,1.49,1.49,5.754,12.875626213921889,0.26749375221923233,0.06218693532558473,0.0012919462240422184,0.00673337261449243,0.0001398871849660647,0.0015610762586263202,3.243167664100135e-05
pi+ n,2.44,2.44,2.44,1.51,1.51,1.51,5.754,12.711447362947847,0.2532735582440503,0.06391217006768173,0.0012734397795898774,0.006717668315989174,0.00013384846814952552,0.0015919510857365679,3.171937109303939e-05
pi+ n,2.44,2.44,2.44,1.53,1.53,1.53,5.754,11.319844083504762,0.285641967173031,0.05916214796645416,0.0014928820752880636,0.006035048343554126,0.0001522868219845139,0.0014619013949451296,3.688923515065208e-05
pi+ n,2.44,2.44,2.44,1.55,1.55,1.55,5.754,8.391263092776716,0.20792122666206317,0.04552407231644698,0.0011280090796862343,0.004505873689333724,0.00011164788593948967,0.0011157139536318078,2.7645494042821393e-05
pi+ n,2.44,2.44,2.44,1.57,1.57,1.57,5.754,8.601873784034666,0.2730690083890017,0.048377931233191784,0.001535771628534948,0.004644985503271553,0.00014745642835562668,0.0011757337658550187,3.732401353846729e-05
pi+ n,2.44,2.44,2.44,1.59,1.59,1.59,5.754,7.799685035354159,0.29278911987993894,0.04541860889951626,0.001704950195499363,0.0042292837026858335,0.00015876131502991236,0.001094360430813751,4.1080739275626386e-05
pi+ n,2.44,2.44,2.44,1.61,1.61,1.61,5.754,7.4203992936973915,0.2742347484289296,0.04468666683331295,0.0016514794355567358,0.004034615850068247,0.000149106782379029,0.0010673006509656423,3.9444093765169264e-05
pi+ n,2.44,2.44,2.44,1.63,1.63,1.63,5.754,7.353016431001163,0.2556247422999798,0.04574341340553422,0.001590251888247042,0.0040034810749175215,0.0001391794548103976,0.0010827780148165442,3.7642354481707134e-05
pi+ n,2.44,2.44,2.44,1.65,1.65,1.65,5.754,7.848911422282935,0.2632891887820724,0.050388130332251445,0.0016902534944858738,0.004273802761159991,0.00014336332791396264,0.001181852370435486,3.964485457037071e-05
pi+ n,2.44,2.44,2.44,1.67,1.67,1.67,5.754,8.37573970875735,0.26289783165348535,0.055432495475712676,0.0017399159203179923,0.004555309333593875,0.00014298211118721473,0.001288094779229025,4.043073641238152e-05
pi+ n,2.44,2.44,2.44,1.69,1.69,1.69,5.754,8.716700958465491,0.26350979193347185,0.05941609730205906,0.0017961753548926091,0.0047294755053114805,0.00014297417248766958,0.0013676101139501943,4.134346908197357e-05
pi+ n,2.91,2.91,2.91,1.15,1.15,1.15,5.754,1.8630775409142761,0.3123088338481046,0.0033329758122902452,0.0005587087849652739,0.00031715938489819173,5.3165622721708275e-05,5.349260909271422e-05,8.966998956489906e-06
pi+ n,2.91,2.91,2.91,1.17,1.17,1.17,5.754,3.7867731295197258,0.33992656925294973,0.007480315212740637,0.0006714840842657162,0.0006949639894132019,6.238470502338617e-05,0.00012000007628560108,1.0772024847189657e-05
pi+ n,2.91,2.91,2.91,1.19,1.19,1.19,5.754,6.4195911585897285,0.3915868573910454,0.013894501089202784,0.0008475468113350456,0.0012599927041435646,7.685794486943843e-05,0.0002227038221978336,1.3584648571698425e-05
pi+ n,2.91,2.91,2.91,1.21,1.21,1.21,5.754,5.52186430987925,0.3428788593128168,0.01300887213443305,0.0008077828407373944,0.0011511546251052774,7.148067438792281e-05,0.00020824591913361378,1.2930981132827583e-05
pi+ n,2.91,2.91,2.91,1.23,1.23,1.23,5.754,5.681614296314291,0.28309787531195063,0.014486689776556115,0.0007218284948886521,0.0012506013547291047,6.231373126044949e-05,0.0002315223402405176,1.1536066897723002e-05
pi+ n,2.91,2.91,2.91,1.25,1.25,1.25,5.754,5.312810168338771,0.3645922246511428,0.014588291431221097,0.0010011232207137563,0.0012282790677423626,8.429079594625268e-05,0.00023267796523686584,1.59675528176336e-05
pi+ n,2.91,2.91,2.91,1.27,1.27,1.27,5.754,5.413020690802978,0.3166362063107066,0.01593666508548749,0.0009322198199771706,0.0013083393764951714,7.653168912585351e-05,0.0002535833633706687,1.4833431968516458e-05
pi+ n,2.91,2.91,2.91,1.29,1.29,1.29,5.754,5.38383529505113,0.3804916029712521,0.016929069294209342,0.0011964275204492383,0.0013547964368886374,9.57474810652808e-05,0.00026864531166497256,1.8985960688670415e-05
pi+ n,2.91,2.91,2.91,1.31,1.31,1.31,5.754,5.461753076045463,0.31048324806827127,0.018278440844184965,0.0010390710828390923,0.0014255611205478906,8.103860443065354e-05,0.00028917674110655886,1.6438775718064816e-05
pi+ n,2.91,2.91,2.91,1.33,1.33,1.33,5.754,5.591356339376657,0.31221515808642886,0.019852768261159417,0.0011085566372259037,0.0015085552272007764,8.42360565406402e-05,0.0003130278948025967,1.7479131668462086e-05
pi+ n,2.91,2.91,2.91,1.35,1.35,1.35,5.754,5.557288908641128,0.461975639233803,0.02087476663819566,0.0017353126353646731,0.001545050944889795,0.00012843958801645014,0.00032793325455370313,2.7260985957181885e-05
pi+ n,2.91,2.91,2.91,1.37,1.37,1.37,5.754,6.429982457986717,0.438148419008568,0.02548532909382233,0.0017366076382528107,0.0018368758676217498,0.00012516741104227815,0.0003987716219318695,2.717288217138274e-05
pi+ n,2.91,2.91,2.91,1.39,1.39,1.39,5.754,6.442248672872159,0.3103267882528982,0.02687827422559437,0.0012947417800453598,0.0018860202077353647,9.085066773519037e-05,0.0004187722367854049,2.0172497190046887e-05
pi+ n,2.91,2.91,2.91,1.41,1.41,1.41,5.754,6.331671390216946,0.29032817909302616,0.027746608901182024,0.0012722742451121605,0.0018949459643361197,8.688957107840901e-05,0.00043033346003321527,1.973221952852549e-05
pi+ n,2.91,2.91,2.91,1.43,1.43,1.43,5.754,6.5996866292652525,0.2431492738439334,0.030315120637074946,0.001116886298314537,0.0020145319865737263,7.422049215165712e-05,0.00046790007560859446,1.7238631166403928e-05
pi+ n,2.91,2.91,2.91,1.45,1.45,1.45,5.754,6.924234622942528,0.22089474413553348,0.033276158017813445,0.0010615654742263479,0.00215110349957745,6.862382386261255e-05,0.000510986091326951,1.6301316758749014e-05
pi+ n,2.91,2.91,2.91,1.47,1.47,1.47,5.754,7.702704979703979,0.19241207450042816,0.0386605604153587,0.0009657332911579563,0.0024304912032572954,6.071319824737081e-05,0.0005904906607300736,1.4750342029660388e-05
pi+ n,2.91,2.91,2.91,1.49,1.49,1.49,5.754,9.487544317731857,0.20956274879043046,0.04965137512005226,0.0010967093594425954,0.0030348593691522036,6.703457188634998e-05,0.0007541111273392721,1.6656955208452566e-05
pi+ n,2.91,2.91,2.91,1.51,1.51,1.51,5.754,9.28691287741495,0.23989708441635688,0.05059835392805136,0.0013070433354797672,0.0030061290910724852,7.765353394035719e-05,0.0007639993646091896,1.9735430113856183e-05
pi+ n,2.91,2.91,2.91,1.53,1.53,1.53,5.754,8.110668969596393,0.21520787462756918,0.04593943253884774,0.0012189534149824877,0.00265217523434225,7.03726162986373e-05,0.0006894315982176837,1.82933256812353e-05
pi+ n,2.91,2.91,2.91,1.55,1.55,1.55,5.754,7.064308396569573,0.21808507392449697,0.04154095327338981,0.0012824272889785735,0.002329799306504409,7.192416093201515e-05,0.0006194843048205591,1.9124346337634683e-05
pi+ n,2.91,2.91,2.91,1.57,1.57,1.57,5.754,6.395397221664313,0.24308796751164077,0.03899422570302208,0.0014821639285715915,0.002123960854892702,8.073139312459964e-05,0.0005777029822568232,2.195839271820539e-05
pi+ n,2.91,2.91,2.91,1.59,1.59,1.59,5.754,5.546034463805619,0.2237864609689887,0.03502036502330676,0.0014130967994436634,0.0018520306055224338,7.473076078429592e-05,0.0005153239495134199,2.0793690278483623e-05
pi+ n,2.91,2.91,2.91,1.61,1.61,1.61,5.754,5.435966044199214,0.23771281279774817,0.03550816193091939,0.0015527589725995421,0.001822688249409264,7.970549247319788e-05,0.0005188606254967943,2.2689585941851024e-05
pi+ n,2.91,2.91,2.91,1.63,1.63,1.63,5.754,5.403344354008959,0.21956328413915566,0.03647219239686416,0.0014820366457801665,0.0018166713287170915,7.381989690118996e-05,0.0005291238102343009,2.1500788008276897e-05
pi+ n,2.91,2.91,2.91,1.65,1.65,1.65,5.754,5.70108294428794,0.23789144613807287,0.03972493028927836,0.0016576185974840059,0.001919461928556942,8.009418183415275e-05,0.0005720631585462456,2.387071603742075e-05
pi+ n,2.91,2.91,2.91,1.67,1.67,1.67,5.754,6.11626680307798,0.2325026128165599,0.043952152099820806,0.0016707888212097832,0.002059528408421554,7.829052452175006e-05,0.0006281469131143306,2.3878258296096843e-05
pi+ n,2.91,2.91,2.91,1.69,1.69,1.69,5.754,6.247273581197264,0.2099670402503916,0.04625669043608258,0.0015546590454874104,0.002101360531584474,7.062544093534386e-05,0.0006559534441285281,2.2046193658021702e-05
pi+ n,3.48,3.48,3.48,1.17,1.17,1.17,5.754,2.129134850859928,0.3786070411029756,0.004571449746312788,0.0008129043875747908,0.00022528346027061544,4.006035797500025e-05,4.214675481422909e-05,7.4946207028000295e-06
pi+ n,3.48,3.48,3.48,1.19,1.19,1.19,5.754,2.434256784448744,0.2860037438715897,0.005723054973453618,0.0006724085804124915,0.0002757258648782372,3.23953619606594e-05,5.2830600526018e-05,6.207130504043041e-06
pi+ n,3.48,3.48,3.48,1.21,1.21,1.21,5.754,3.1752076949832038,0.25888643652974114,0.008120782011979927,0.0006621174168348146,0.00038238043908068656,3.117689259467493e-05,7.502860170555127e-05,6.117359618411411e-06
pi+ n,3.48,3.48,3.48,1.23,1.23,1.23,5.754,3.3105852056116953,0.2616631462194839,0.009158827549048957,0.0007238984902438205,0.0004213664701269241,3.330410469361025e-05,8.465832526633217e-05,6.6912531673589385e-06
pi+ n,3.48,3.48,3.48,1.25,1.25,1.25,5.754,3.5036926228425522,0.2434711987307732,0.010433492106060732,0.0007250221704521992,0.00046886312510097746,3.2581244817183065e-05,9.644838313470088e-05,6.7021870880897064e-06
pi+ n,3.48,3.48,3.48,1.27,1.27,1.27,5.754,3.2531820246453025,0.28915999490874833,0.01038234348013169,0.0009228375065127456,0.0004555981526952038,4.049596933579027e-05,9.594797962451329e-05,8.528363027197638e-06
pi+ n,3.48,3.48,3.48,1.29,1.29,1.29,5.754,3.2561791040368275,0.2007962781231663,0.01109441183036995,0.000684150512710469,0.00047526372545420015,2.9307720536577217e-05,0.00010246238199145485,6.318468454641118e-06
pi+ n,3.48,3.48,3.48,1.33,1.33,1.33,5.754,3.347410954697075,0.24239427658137122,0.012869948537943066,0.0009319446903036424,0.0005249456371816713,3.8012607263129764e-05,0.00011858462515599436,8.587004947219439e-06
pi+ n,3.48,3.48,3.48,1.35,1.35,1.35,5.754,3.6363809301595715,0.3858450190123002,0.014786835749616313,0.0015689849414901925,0.000588267819298211,6.241926032526033e-05,0.00013602139542712746,1.4432805284334316e-05
pi+ n,3.48,3.48,3.48,1.37,1.37,1.37,5.754,4.0716270127689365,0.2928413049705738,0.017466176786374202,0.001256209860807019,0.0006775349111161493,4.872995657808173e-05,0.00016035120307925283,1.1532848027598719e-05
pi+ n,3.48,3.48,3.48,1.39,1.39,1.39,5.754,4.016361929212154,0.29350379180439085,0.018132884069396456,0.001325097270743542,0.0006856549017386645,5.010562222141184e-05,0.00016609233383652156,1.2137534074331371e-05
pi+ n,3.48,3.48,3.48,1.41,1.41,1.41,5.754,3.682461811202426,0.3188626705172502,0.017459787098869996,0.0015118349154557694,0.0006433577256759854,5.5708048860923394e-05,0.00015951433296800533,1.3812272551265859e-05
pi+ n,3.48,3.48,3.48,1.43,1.43,1.43,5.754,4.151635636763803,0.21291576737811796,0.02063104867695453,0.0010580590266570614,0.0007405915502761367,3.7981083128891325e-05,0.0001879461904287185,9.638781160506052e-06
pi+ n,3.48,3.48,3.48,1.45,1.45,1.45,5.754,4.607456840018687,0.19783813778922832,0.02395318728573635,0.001028518363008145,0.0008373991122702995,3.595681668007488e-05,0.00021752235608330436,9.340123922869306e-06
pi+ n,3.48,3.48,3.48,1.47,1.47,1.47,5.754,5.153307752351989,0.3001887985144778,0.027979721808440505,0.0016298656078926512,0.0009523375785447782,5.5475257295290955e-05,0.0002532168774098438,1.475030676337082e-05
pi+ n,3.48,3.48,3.48,1.49,1.49,1.49,5.754,6.30456981957072,0.2515908871063818,0.03569225980050233,0.0014243394177608252,0.0011824019412435061,4.7185067629882675e-05,0.0003218218641688577,1.2842660262898875e-05
pi+ n,3.48,3.48,3.48,1.51,1.51,1.51,5.754,6.060294217098526,0.2051497491783202,0.035721118960834894,0.0012092116871996873,0.0011513924828327401,3.897630553851703e-05,0.000320808253120281,1.085982467258334e-05
pi+ n,3.48,3.48,3.48,1.53,1.53,1.53,5.754,5.081839905615095,0.1674724934487964,0.031142795175772203,0.001026313630086786,0.0009763941917479061,3.217715884757925e-05,0.0002785138687237041,9.178449719301784e-06
pi+ n,3.48,3.48,3.48,1.55,1.55,1.55,5.754,4.637728809022062,0.1887903036503506,0.029510521198656107,0.0012012992754419358,0.0008996507299473466,3.662252397242557e-05,0.00026274085061137606,1.0695520805739535e-05
pi+ n,3.48,3.48,3.48,1.57,1.57,1.57,5.754,4.216212895777897,0.22237448684274572,0.027822260927595634,0.0014674213920209433,0.0008244743629545942,4.3485010816371664e-05,0.00024654727072774286,1.3003570779232647e-05
pi+ n,3.48,3.48,3.48,1.59,1.59,1.59,5.754,3.8839367426991824,0.24395580105654055,0.02654817461039638,0.0016675300430272178,0.0007644747827055471,4.8017789772973424e-05,0.00023409806804151052,1.470404527627974e-05
pi+ n,3.48,3.48,3.48,1.61,1.61,1.61,5.754,3.8174092697517352,0.2217360424217792,0.026998920252284963,0.001568245190223534,0.0007552181715334364,4.386720854055223e-05,0.00023684593461174437,1.375730934082191e-05
pi+ n,3.48,3.48,3.48,1.63,1.63,1.63,5.754,3.8920670069659864,0.19215980317984035,0.028452578620684284,0.0014047656162969567,0.0007728522751750944,3.815739575370467e-05,0.0002482567780870503,1.2256976442051732e-05
pi+ n,3.48,3.48,3.48,1.65,1.65,1.65,5.754,4.169033622905973,0.20170471043794178,0.03147116523300458,0.00152262678707856,0.0008298223240907358,4.014817023207221e-05,0.0002730601468721233,1.321109946304352e-05
pi+ n,3.48,3.48,3.48,1.67,1.67,1.67,5.754,4.302651160490582,0.17799994524849452,0.03350767377204302,0.0013862067535468125,0.0008573531328622104,3.5468552995753085e-05,0.00028904421483853484,1.195770990874079e-05
pi+ n,3.48,3.48,3.48,1.69,1.69,1.69,5.754,4.465268113173556,0.19882964718895677,0.03584277120558793,0.0015960084305030734,0.0008896165682542048,3.961288413512987e-05,0.0003073313995859052,1.3684865544685993e-05
pi+ n,4.16,4.16,4.16,1.15,1.15,1.15,5.754,0.5311553531277335,0.21860366735305276,0.0011182307280968367,0.000460221923151845,2.8914276493890854e-05,1.1900034223894333e-05,5.8606596437018785e-06,2.4120282016872928e-06
pi+ n,4.16,4.16,4.16,1.17,1.17,1.17,5.754,0.8904907208453342,0.26581061642555937,0.0020676886088050205,0.0006172030441382106,5.234646621916168e-05,1.5625369392065564e-05,1.0876129922262162e-05,3.2465142323061903e-06
pi+ n,4.16,4.16,4.16,1.19,1.19,1.19,5.754,1.400591120008709,0.30413303855681234,0.0035594506594366234,0.000772921182479565,8.82001803069379e-05,1.9152333935860557e-05,1.8782962063489763e-05,4.078648824669797e-06
pi+ n,4.16,4.16,4.16,1.21,1.21,1.21,5.754,1.552476024888947,0.21948311477499335,0.004290226454837328,0.000606535785610687,0.0001040191921391389,1.4705835015204075e-05,2.2702639792113613e-05,3.209612267953858e-06
pi+ n,4.16,4.16,4.16,1.23,1.23,1.23,5.754,1.7314112548684377,0.22532039281572727,0.005173672386327474,0.0006732853856120778,0.0001226989699498647,1.5967656459117434e-05,2.7443440795535585e-05,3.5714027172216196e-06
pi+ n,4.16,4.16,4.16,1.25,1.25,1.25,5.754,1.3907202358911295,0.18123746031644095,0.004471523431650078,0.000582725072651606,0.0001036973283072217,1.3513746286979526e-05,2.376687878281088e-05,3.097279121336199e-06
pi+ n,4.16,4.16,4.16,1.27,1.27,1.27,5.754,1.6425377366322729,0.22672600423945227,0.0056581883377159765,0.0007810221978064757,0.0001282685267438786,1.770541393949823e-05,3.0123774969914256e-05,4.158104242731401e-06
pi+ n,4.16,4.16,4.16,1.29,1.29,1.29,5.754,1.5811635825517427,0.18334460862510724,0.0058133340275377055,0.0006740880348166253,0.00012878294985229846,1.4933090920391088e-05,3.0989575554040074e-05,3.5934116267996802e-06
pi+ n,4.16,4.16,4.16,1.33,1.33,1.33,5.754,1.7718433960067346,0.19129434411111462,0.007347571670031647,0.0007932692621683416,0.00015528620993992688,1.6765236559228203e-05,3.922812662204915e-05,4.235204290506114e-06
pi+ n,4.16,4.16,4.16,1.35,1.35,1.35,5.754,1.88915070264974,0.31827817232659567,0.00828407177893118,0.0013956743744807506,0.0001709213038391108,2.8796284023973452e-05,4.423958421699228e-05,7.453346093206531e-06
pi+ n,4.16,4.16,4.16,1.37,1.37,1.37,5.754,1.769225601980935,0.19307066923892355,0.008183127929573458,0.0008930019914144898,0.0001647745337066112,1.79813865798952e-05,4.369782441561971e-05,4.7686220427526825e-06
pi+ n,4.16,4.16,4.16,1.39,1.39,1.39,5.754,1.729654100916318,0.16172091494039628,0.0084187687420648,0.0007871463912449617,0.00016538319775463294,1.5463162283417567e-05,4.4939269965076916e-05,4.20177644284805e-06
pi+ n,4.16,4.16,4.16,1.41,1.41,1.41,5.754,1.7339078173692786,0.1668350774350154,0.008862270201875756,0.0008527198046913702,0.00016978991062906065,1.63370351086264e-05,4.727447659043311e-05,4.548708347500916e-06
pi+ n,4.16,4.16,4.16,1.43,1.43,1.43,5.754,2.1164479298400645,0.14089886705977941,0.011337174292377522,0.0007547528058372601,0.00021176104724350098,1.409762613260059e-05,6.0417364394373726e-05,4.022181729057896e-06
pi+ n,4.16,4.16,4.16,1.45,1.45,1.45,5.754,2.4017473785745667,0.13389551468503932,0.013459071361238431,0.0007503325716817236,0.00024500732434328963,1.3658964338713706e-05,7.163439339733557e-05,3.993560712775456e-06
pi+ n,4.16,4.16,4.16,1.47,1.47,1.47,5.754,2.8205979907133054,0.19344091190974064,0.016507767605951164,0.0011321278784864044,0.0002927664602693943,2.00783703447142e-05,8.772472485266307e-05,6.01629541976621e-06
pi+ n,4.16,4.16,4.16,1.49,1.49,1.49,5.754,3.344674137497728,0.17908623070241103,0.020411724353251642,0.0010929192579864377,0.00035255405687720405,1.887704887514615e-05,0.0001082733002226019,5.7973531726719586e-06
pi+ n,4.16,4.16,4.16,1.51,1.51,1.51,5.754,3.0507130593866365,0.15145356069530547,0.01938521467179033,0.0009623847702922982,0.00032596525083271034,1.6182642202173613e-05,0.00010261343633829617,5.094274684666884e-06
pi+ n,4.16,4.16,4.16,1.53,1.53,1.53,5.754,2.6524250706369985,0.1266207712089281,0.017525128371325752,0.0008366099741998794,0.00028678443898864654,1.3690440207889234e-05,9.25494152145258e-05,4.418099670044303e-06
pi+ n,4.16,4.16,4.16,1.55,1.55,1.55,5.754,2.431773617629891,0.14793140844106883,0.016685239803545544,0.0010150085544233989,0.00026561752410894597,1.6158237001667413e-05,8.788476409034837e-05,5.346269421685537e-06
pi+ n,4.16,4.16,4.16,1.57,1.57,1.57,5.754,2.12905473073401,0.156320731273301,0.015151768275237077,0.0011124822028657241,0.00023455823627234807,1.722187527214396e-05,7.958033166916915e-05,5.8429947628483645e-06
pi+ n,4.16,4.16,4.16,1.59,1.59,1.59,5.754,2.0476364527280895,0.17155549155020824,0.015097432446097904,0.0012648961396373069,0.00022718702515619929,1.903422930499905e-05,7.905004955929144e-05,6.62298724519407e-06
pi+ n,4.16,4.16,4.16,1.61,1.61,1.61,5.754,1.8948460586600275,0.142728279759485,0.014458808460941745,0.0010891021197054227,0.00021141339213328264,1.5924602233196396e-05,7.545467666404935e-05,5.683583714280074e-06
pi+ n,4.16,4.16,4.16,1.63,1.63,1.63,5.754,1.9386966989608818,0.12992105100161122,0.015294563353541086,0.0010249595754549122,0.00021720979874042428,1.4556235307632194e-05,7.953273002157226e-05,5.329856846080367e-06
pi+ n,4.16,4.16,4.16,1.65,1.65,1.65,5.754,2.1317891825196633,0.14291886089014413,0.01737097219174137,0.001164580240182895,0.00023951217397171726,1.6057313431387634e-05,8.998935027043123e-05,6.033042825413429e-06
pi+ n,4.16,4.16,4.16,1.67,1.67,1.67,5.754,2.2120639334778627,0.1203294547159832,0.01860099328109053,0.0010118366584324992,0.00024889448311663973,1.353909214918334e-05,9.597691078254727e-05,5.2208478991070974e-06
pi+ n,4.16,4.16,4.16,1.69,1.69,1.69,5.754,2.311422277527747,0.13485574899461383,0.020040224799678236,0.0011692106421469762,0.00026011616896461304,1.5176007055210762e-05,0.0001029685682474807,6.007514736238121e-06
pi+ n,3.17,3.79,3.48,1.1,1.12,1.11,5.759,0.6383590608388315,0.11169167988964857,0.0009904216760993104,0.0001732909699085205,5.2271771115160686e-05,9.145827614615037e-06,9.075353524198655e-06,1.5878861018722302e-06
pi+ n,2.23,2.66,2.445,1.14,1.16,1.15,5.764,4.241211369704386,0.30145124501817827,0.0069614456657050156,0.0004947964815060483,0.0012041766940440052,8.558888770185028e-05,0.0001903763931954149,1.3531322951920717e-05
pi+ n,2.23,2.66,2.445,1.12,1.14,1.13,5.771,3.820641980645912,0.2802975338131111,0.005621902000716993,0.0004124451529670846,0.0010008195083654678,7.342411076671083e-05,0.00015414411861325945,1.130862732440267e-05
